mode,n_features,max_depth,learning_rate,n_estimators,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Calendar,1,12,0.01,300,20.301235709911182,18.011005330141344,21.11187521255377,18.876690556402735,0.2061066999999639
Calendar,1,12,0.1,300,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.17936719999988782
Calendar,1,12,1e-05,400,21.9195533928948,19.054448502852598,22.471390278203863,19.87517463016159,0.2345009000000573
Calendar,1,12,0.0001,400,21.81088050613757,18.981022894045367,22.37108095427546,19.805950839163913,0.2563521000001856
Calendar,1,12,0.001,400,21.047512858839866,18.481191872887198,21.681662141527788,19.32551510490947,0.2294182999999066
Calendar,1,12,0.01,400,20.297683122751813,18.007003085308952,21.117375213511547,18.877011191913606,0.24900049999996554
Calendar,1,12,0.1,400,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.24526749999995445
Calendar,1,12,1e-05,500,21.916414753209455,19.05233290185157,22.468489216848255,19.873194308811545,0.28348090000008597
Calendar,1,12,0.0001,500,21.78193099782441,18.96157825603252,22.344433079825816,19.78760426508599,0.28846789999988687
Calendar,1,12,0.001,500,20.913487344148407,18.397314395950342,21.56487907025651,19.241165836435826,0.3132932999997138
Calendar,1,12,0.01,500,20.297206555756322,18.006002862237093,21.120210411217716,18.877488745824277,0.3113493999999264
Calendar,1,12,0.1,500,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.28422260000024835
Calendar,1,12,1e-05,700,21.910145606291806,19.048107710894698,22.46269556297564,19.86923970780386,0.365545099999963
Calendar,1,12,0.0001,700,21.725645844469806,18.92389238829134,22.292708252439763,19.751820823699717,0.37496839999994336
Calendar,1,12,0.001,700,20.712311915274395,18.272928888364742,21.39409306349814,19.114281323114852,0.38020330000017566
Calendar,1,12,0.01,700,20.297134071921537,18.005568856174275,21.121792898987497,18.87781006574073,0.42310700000007273
Calendar,1,12,0.1,700,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.3516678999999385
Calendar,1,12,1e-05,1000,21.900762234499858,19.041789169319486,22.454026270643908,19.863316070263306,0.52671220000002
Calendar,1,12,0.0001,1000,21.645077546198298,18.870138112642266,22.218878130475648,19.700540564896883,0.5175163999997494
Calendar,1,12,0.001,1000,20.526027092298033,18.15818832132825,21.24425780730287,19.002368898763798,0.5456807000000481
Calendar,1,12,0.01,1000,20.29713274694779,18.005483046625944,21.12202213655959,18.877830385685204,0.5150959999996303
Calendar,1,12,0.1,1000,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.49126469999964684
Calendar,1,15,1e-05,50,21.930604705389804,19.06185497455691,22.48160010316195,19.88210996976017,0.07196410000005926
