mode,n_features,max_depth,n_estimators,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Fourier Ramps,2,20,700,1.9491369289111753,1.468215311471548,14.19147458373775,11.458171803097521,9.700831100111827
Fourier Ramps,2,20,1000,1.9308929313086638,1.458312830547673,14.117421130722697,11.405757417180553,14.102035299874842
Fourier Ramps,2,30,50,0.9181695991373672,0.6604208135525562,14.092519385348723,11.308337429990754,1.0318700999487191
Fourier Ramps,2,30,100,0.8807537530835946,0.6438109203435438,14.133544598166395,11.428799241941007,1.7254993000533432
Fourier Ramps,2,30,200,0.8627939912868455,0.6360013636498463,14.185018171389855,11.422539547856392,3.2773140999488533
Fourier Ramps,2,30,300,0.8551604799891267,0.6341931592913617,14.040555211162951,11.332768753917291,4.912367299897596
Fourier Ramps,2,30,400,0.8544114593587402,0.632943351256014,14.087893373810278,11.402355271548437,6.878848500084132
Fourier Ramps,2,30,500,0.8512531662156643,0.6308051070379295,13.981482223967316,11.280002066655538,8.496697399998084
Fourier Ramps,2,30,700,0.8482037429769222,0.6296125255369982,14.131314937261937,11.401228210635802,10.739852899918333
Fourier Ramps,2,30,1000,0.8480077924319762,0.6298647071106763,14.075022273920778,11.362763618415471,15.104570699855685
Fourier Ramps,3,3,50,12.818867198631644,10.804247731515535,12.969454319751096,11.141710580011106,0.376189999980852
Fourier Ramps,3,3,100,12.892433113369835,10.88510640411433,13.020653156319348,11.197848676341673,0.3890833000186831
Fourier Ramps,3,3,200,12.89694760864382,10.884854291666414,12.9990128158443,11.184859926781739,0.7589973998256028
Fourier Ramps,3,3,300,12.87637516310738,10.850538230118415,12.945423746465599,11.139994244255472,1.103622900089249
Fourier Ramps,3,3,400,12.89507256741886,10.870779677099184,12.969032692442987,11.16095534037001,1.4297853000462055
Fourier Ramps,3,3,500,12.890836214218849,10.872229601972489,12.955387498957187,11.155697832459019,1.8098216999787837
Fourier Ramps,3,3,700,12.895218574255608,10.881851856173283,12.979195990713452,11.171727922951707,2.5007257000543177
Fourier Ramps,3,3,1000,12.900520825830078,10.87966393210944,12.968658108538984,11.164253345793766,3.544531400082633
Fourier Ramps,3,6,50,9.698153004505707,7.899221182823528,12.705070101372876,10.025646798029632,0.3047874001786113
Fourier Ramps,3,6,100,9.677937361120287,7.872096326874367,12.588950288968304,10.010996210704945,0.6075655999593437
Fourier Ramps,3,6,200,9.665382425090964,7.868170882703171,12.617832767064039,9.97496109149619,1.1775551999453455
Fourier Ramps,3,6,300,9.664386032463689,7.874937759874631,12.591812705296602,9.918676515372457,1.7959145999047905
Fourier Ramps,3,6,400,9.665532103887804,7.867670911245979,12.613874001314235,9.976366041765441,2.291769800009206
Fourier Ramps,3,6,500,9.664799622019508,7.873010346362619,12.58899740391959,9.917121664105002,2.9284459999762475
Fourier Ramps,3,6,700,9.668363599080356,7.874276322720096,12.597461998095609,9.955284097031795,4.017858300125226
Fourier Ramps,3,6,1000,9.664146552908111,7.871357314335389,12.584643986157337,9.950799584825223,5.74788110004738
Fourier Ramps,3,9,50,6.973204371422464,5.620131752448163,12.36985944644253,9.444007271554343,0.46193189988844097
Fourier Ramps,3,9,100,6.981101429770625,5.612111058837595,12.341346910558476,9.390366604562214,0.8733483999967575
Fourier Ramps,3,9,200,6.963523200243911,5.601418747030376,12.469442808688697,9.428818075690591,1.6689899999182671
Fourier Ramps,3,9,300,6.962167543299521,5.596246193395067,12.34524940605051,9.404765260389823,2.480417500017211
Fourier Ramps,3,9,400,6.978525258260233,5.6115507575794386,12.474884080187097,9.475081058670638,3.268475400051102
Fourier Ramps,3,9,500,6.96924968833814,5.6071658750558,12.348669100993304,9.38596684095923,4.0193759999237955
Fourier Ramps,3,9,700,6.96239612794584,5.602621653345636,12.415990330392761,9.412703728186576,5.848206999944523
Fourier Ramps,3,9,1000,6.961917898474548,5.601798076482999,12.374666293367909,9.406748661571864,8.073969200020656
Fourier Ramps,3,12,50,4.906200739634466,3.798593137082346,12.21292645885946,9.127691593374246,0.5856941998936236
Fourier Ramps,3,12,100,4.87852929878517,3.785474661207199,12.077694921684774,9.022436706686007,1.147219399921596
Fourier Ramps,3,12,200,4.873853019001476,3.780109525933864,12.274443431942926,9.183032416877875,2.1714451999869198
Fourier Ramps,3,12,300,4.872057077437552,3.776491764059663,12.199295292323873,9.116077217625893,3.265204699942842
Fourier Ramps,3,12,400,4.87121244211936,3.7761226429276324,12.149571873868723,9.090641024857499,4.308195699937642
Fourier Ramps,3,12,500,4.877320539301249,3.7816502882339496,12.231705092897299,9.158394885328413,5.297477500047535
Fourier Ramps,3,12,700,4.874215636548756,3.777452467544499,12.219926631435015,9.1398750836926,7.4168409002013505
Fourier Ramps,3,12,1000,4.868606543878287,3.773681719604732,12.22980238774736,9.158701730214327,10.294348199851811
Fourier Ramps,3,15,50,2.972944573965846,2.201602602924279,12.472917081766903,9.382813879399194,0.8034886000677943
Fourier Ramps,3,15,100,2.9893468537922394,2.209534953670931,12.324473544009889,9.168918818617232,1.3702946999110281
Fourier Ramps,3,15,200,2.959187166221882,2.186237679307954,12.229608517569284,9.108701915063481,2.7503386999014765
Fourier Ramps,3,15,300,2.960040933408839,2.1856818741767126,12.188416813226592,9.0916914692613,4.313055699924007
Fourier Ramps,3,15,400,2.962793787523052,2.1903998331008805,12.272131151886173,9.16110027230272,5.450979900080711
Fourier Ramps,3,15,500,2.967407363493777,2.1914592412206706,12.239288959783632,9.139977048907607,6.6315347999334335
Fourier Ramps,3,15,700,2.957044360034052,2.1851205066505965,12.250239919485587,9.140870030411971,9.050306100165471
Fourier Ramps,3,15,1000,2.9611436208773214,2.187985611500697,12.20844148520034,9.11435257549213,13.044268500059843
Fourier Ramps,3,20,50,1.2834049782961883,0.9089896309609768,12.533286159906037,9.35739608618425,1.005018499912694
Fourier Ramps,3,20,100,1.2625072454634065,0.9009805436818294,12.198887763615298,9.028069035791741,1.6908034000080079
Fourier Ramps,3,20,200,1.2452190821589613,0.8932794576030092,12.127728826497375,9.00200723601046,3.784743099939078
Fourier Ramps,3,20,300,1.2330563255711533,0.8850506882462186,12.188436352669171,9.092795548016417,5.1586470999754965
Fourier Ramps,3,20,400,1.2445930046984497,0.8917628267268477,12.135465233699154,9.058199351498173,7.044677100144327
Fourier Ramps,3,20,500,1.2292313747938834,0.8820086346933027,12.232452111395496,9.142913409998906,8.317946300143376
Fourier Ramps,3,20,700,1.2309648191226692,0.8839050570669437,12.198307031436018,9.097202587516428,11.582380499923602
Fourier Ramps,3,20,1000,1.2261905367479413,0.8806969431756171,12.170956675906584,9.043566749198932,16.59975910000503
Fourier Ramps,3,30,50,1.0102550583685797,0.6773697208869162,12.298784478433602,9.14889933910671,1.1971857000607997
Fourier Ramps,3,30,100,0.9875999544543945,0.6664848655022938,12.43857346072503,9.222494559932679,2.0631643999367952
Fourier Ramps,3,30,200,0.9672547947725151,0.6554795079251783,12.07263269996254,8.992297604807302,3.8186755999922752
Fourier Ramps,3,30,300,0.9591624147839554,0.6525284745452471,12.172987171001918,9.036439888214131,5.282414199784398
Fourier Ramps,3,30,400,0.9581996979972544,0.650765474311711,12.216512524221077,9.100806778455189,8.123495599953458
Fourier Ramps,3,30,500,0.9581176167173687,0.6508397971119706,12.22522142089454,9.087595992108467,9.61926669999957
Fourier Ramps,3,30,700,0.9553862917759836,0.6502385446480203,12.19090964105136,9.066469139486308,12.251417800085619
Fourier Ramps,3,30,1000,0.9546405527416093,0.6491268910411837,12.230603259567237,9.104798341355194,17.950292400084436
Fourier Ramps,4,3,50,12.954889817044833,10.926899212142745,12.920878166298117,11.150603051607956,0.3795639001764357
Fourier Ramps,4,3,100,12.899899215469777,10.875799226305533,12.965584835340268,11.16269222433801,0.43226819997653365
Fourier Ramps,4,3,200,12.902938784663604,10.885542137919451,12.984725759247947,11.172765215741704,0.7897451999597251
Fourier Ramps,4,3,300,12.89200283934638,10.87657328284188,12.959272541469488,11.156113542582853,1.1618800999131054
Fourier Ramps,4,3,400,12.899057288255799,10.888894074582616,13.006307568582047,11.19016197435011,1.5754211000166833
Fourier Ramps,4,3,500,12.885460897038406,10.867581276928169,12.96210219271274,11.155666168618495,1.954066599952057
Fourier Ramps,4,3,700,12.90808436157691,10.898418484480434,13.002291251117041,11.19218529340517,2.731702199904248
Fourier Ramps,4,3,1000,12.898441327861905,10.887558412060121,13.001766076522948,11.188869959369173,3.8395328000187874
Fourier Ramps,4,6,50,9.54851687299474,7.7494345398887665,12.317009116957127,9.754066149258785,0.3643418999854475
Fourier Ramps,4,6,100,9.537968466789836,7.741767619225512,12.326605704919498,9.893439741243421,0.6976539001334459
Fourier Ramps,4,6,200,9.542813621176816,7.748815201747952,12.284489853529594,9.78223737889627,1.3264246000908315
Fourier Ramps,4,6,300,9.525401387946962,7.737357089918741,12.26334851860121,9.766584768209592,1.9526631999760866
Fourier Ramps,4,6,400,9.523509712049151,7.738884700867126,12.261931866663616,9.75532759531703,2.582634799880907
Fourier Ramps,4,6,500,9.529834158515385,7.745247998518989,12.253327027944998,9.758822093504174,3.168008199892938
Fourier Ramps,4,6,700,9.535612180618891,7.7407575917855045,12.26621316890101,9.779637384282239,4.487495299894363
Fourier Ramps,4,6,1000,9.532625112619336,7.740285610809488,12.266255133440849,9.765894289052719,6.493596400134265
